id,Summary,Status,Version,Owner,Type,Priority,Milestone,Component,Severity,Resolution,Created,Modified,Focuses,Reporter,Keywords
46229,Email Direction,new,,,defect (bug),normal,Future Release,Mail,normal,,02/10/2019 09:53:27 PM,04/01/2019 09:06:26 PM,,rahimvaziri,has-screenshots dev-feedback
46232,"Merge or make-closer ""Customize"" and ""Edit {Thing}"" top-level toolbar items",new,,,enhancement,normal,Awaiting Review,Toolbar,normal,,02/11/2019 07:46:53 AM,02/11/2019 07:50:30 AM,,johnjamesjacoby,2nd-opinion
46238,REST API: Allow conditional field registration,new,,,enhancement,normal,Awaiting Review,REST API,normal,,02/12/2019 12:42:00 AM,02/14/2019 09:40:55 AM,,dmsnell,
46244,Gutenberg editor - Editor Block Toolbar (components list) covered after Page Update,new,,,enhancement,normal,Awaiting Review,Editor,normal,,02/13/2019 05:36:13 PM,02/13/2019 05:36:13 PM,"ui, administration",phillipburger,
46250,smaller fonts for page navigation in admin in 5.1,reopened,,,defect (bug),normal,Awaiting Review,Administration,normal,,02/14/2019 03:47:05 AM,03/22/2019 01:25:45 PM,,joneiseman,
46252,Enhance Error Message for Meta Fields,accepted,,TimothyBlynJacobs,enhancement,normal,5.3,REST API,minor,,02/14/2019 11:40:24 AM,06/25/2019 06:14:18 PM,,apermo,needs-patch
46253,Document globals in wp-settings.php,new,,,enhancement,normal,Awaiting Review,Bootstrap/Load,normal,,02/14/2019 12:08:05 PM,03/07/2019 12:21:31 PM,docs,chinteshprajapati,
46261,Args for register_post_type() missing blocks $template.,new,,,defect (bug),normal,Awaiting Review,Editor,normal,,02/16/2019 04:13:42 PM,02/16/2019 04:13:42 PM,docs,milana_cap,has-patch
46266,Add auto-draft to list of statuses faked in get_sample_permalink(),new,,,defect (bug),normal,Awaiting Review,Permalinks,normal,,02/17/2019 03:07:12 PM,06/19/2019 01:09:54 PM,rest-api,earnjam,has-patch
46267,Add generated_slug to REST API autosaves endpoint,new,,,enhancement,normal,Awaiting Review,REST API,normal,,02/17/2019 03:24:09 PM,02/21/2019 06:06:17 PM,rest-api,earnjam,
46272,Add 'custom-logo' to feature list API,new,,,defect (bug),normal,Awaiting Review,General,normal,,02/18/2019 12:04:31 PM,02/19/2019 08:33:03 AM,,DannyCooper,
46286,"""Silence is golden"" scenarios should return a 404 HTTP header",new,,,defect (bug),normal,Future Release,General,minor,,02/20/2019 09:08:23 AM,06/12/2019 07:43:47 PM,,jonoaldersonwp,good-first-bug has-patch
46287,Add insert_ignore() method to wpdb to avoid unecessary boilerplate code,new,,,feature request,normal,Awaiting Review,Database,normal,,02/20/2019 09:43:09 AM,02/20/2019 10:44:33 AM,,lev0,has-patch
46292,"Bump `set_time_limit()` at the start of the update process, instead of mid-way.",new,,,defect (bug),normal,Awaiting Review,Upgrade/Install,normal,,02/21/2019 02:23:37 AM,02/21/2019 02:23:37 AM,,dd32,needs-patch
46293,Credits: Add more titles,new,,,task (blessed),normal,5.3,Administration,normal,,02/21/2019 05:34:20 AM,05/07/2019 05:43:38 PM,,pento,has-patch
46294,wp rest api fails to paginate page requests correctly when ordering on menu_order,new,,,defect (bug),normal,Awaiting Review,Query,normal,,02/21/2019 06:00:48 AM,06/25/2019 08:19:20 PM,rest-api,hobzhobz,
46296,Posts set to 'private' and password protected should return a 403 HTTP header status,new,,,defect (bug),normal,Awaiting Review,"Posts, Post Types",minor,,02/21/2019 09:47:51 AM,02/21/2019 11:29:56 AM,,jonoaldersonwp,seo
46302,"Coding consistency, found more $request_data that should be $request",new,,,enhancement,normal,Awaiting Review,Administration,normal,,02/22/2019 01:58:22 AM,02/22/2019 01:58:22 AM,privacy,garrett-eclipse,
46305,Update emails w/ placeholders to use sprintf,new,,,enhancement,normal,Awaiting Review,I18N,normal,,02/22/2019 05:45:55 AM,02/22/2019 06:48:49 AM,coding-standards,garrett-eclipse,
46307,Custom admin menu items don't provide their title on medium breakpoint,assigned,,garrett-eclipse,defect (bug),normal,Future Release,Administration,normal,,02/22/2019 06:52:05 AM,02/22/2019 05:11:21 PM,"ui, accessibility",garrett-eclipse,needs-patch
46311,Image upload issues in Gutenberg with IIS,new,,,defect (bug),normal,5.3,Media,normal,,02/22/2019 10:25:52 AM,05/17/2019 09:49:05 AM,,talldanwp,
46312,Replace http with https in custom links menu item,accepted,,audrasjb,enhancement,normal,5.3,Menus,normal,,02/22/2019 10:43:17 AM,04/02/2019 08:54:42 AM,,aksl95,has-screenshots has-patch needs-testing
46320,Replace http with https in the link placeholder widget image,accepted,,audrasjb,enhancement,normal,5.3,Widgets,normal,,02/22/2019 02:44:54 PM,03/21/2019 07:05:15 PM,administration,Chaton666,has-patch has-screenshots commit
46321,"rel=""noopener noreferrer""",new,,,defect (bug),normal,Awaiting Review,General,normal,,02/22/2019 02:59:08 PM,02/22/2019 03:34:59 PM,,berginformatik,
46322,PHP 7.2 Warning,reviewing,,desrosj,defect (bug),normal,Awaiting Review,General,normal,,02/22/2019 04:29:58 PM,04/02/2019 02:04:10 PM,,good3n,php73
46342,Error messages in the Dashboard for Editor Role,new,,,defect (bug),normal,Awaiting Review,General,normal,,02/25/2019 03:31:00 PM,02/27/2019 03:18:08 PM,,rexxertt,
46346,WP_List_Table calculates total_pages as a float,new,,,defect (bug),normal,Awaiting Review,Administration,minor,,02/26/2019 02:22:17 AM,02/26/2019 02:22:17 AM,,lev0,
46347,WP_Term_Query where sql_clauses oddity,new,,,defect (bug),normal,Awaiting Review,Query,normal,,02/26/2019 02:37:08 AM,02/26/2019 03:03:52 AM,,vrandom,
46352,Using a single quote locks up UI,new,,,defect (bug),normal,Awaiting Review,Bundled Theme,normal,,02/26/2019 08:52:41 PM,02/26/2019 08:52:41 PM,,grampysbbq,
46353,Notes for Plugins,new,,,enhancement,normal,Awaiting Review,Plugins,trivial,,02/26/2019 09:33:27 PM,02/26/2019 09:33:27 PM,,maxms,ui-feedback
46363,"Images in about.php should be served locally, not from s.w.org",new,,,enhancement,normal,Future Release,Help/About,normal,,02/27/2019 06:59:52 PM,03/01/2019 06:32:58 AM,privacy,pputzer,
46364,update.php coding standards:trigger_error() function,new,,,defect (bug),normal,Awaiting Review,Administration,normal,,02/27/2019 07:26:33 PM,04/01/2019 06:56:43 PM,"docs, coding-standards",utsav72640,has-patch
46367,Introduce a cancel button to the create new menu screen when 1 or more menus exist,reviewing,,audrasjb,enhancement,normal,Awaiting Review,Menus,normal,,02/28/2019 06:15:32 AM,05/04/2019 06:02:23 PM,"ui, administration",garrett-eclipse,has-patch has-screenshots needs-testing
46370,A proposal for creating an API to register and enqueue web fonts,new,,,feature request,normal,Awaiting Review,General,normal,,02/28/2019 10:23:06 AM,05/15/2019 08:29:36 PM,performance,jonoaldersonwp,
46371,Make sure in-page anchors are not hidden behind top bars,reviewing,,SergeyBiryukov,defect (bug),normal,5.3,Toolbar,normal,,02/28/2019 11:12:35 AM,06/23/2019 05:27:06 PM,"ui, accessibility",afercia,has-screenshots good-first-bug has-patch needs-testing
46373,Add code coverage tracking,new,,,task (blessed),normal,5.3,Build/Test Tools,normal,,02/28/2019 11:22:12 AM,03/31/2019 07:04:57 PM,,pento,
46379,REST API posts/pages response to include scripts needed for display of post content,new,,,defect (bug),normal,Future Release,REST API,normal,,02/28/2019 07:11:35 PM,06/25/2019 06:18:15 PM,,mnelson4,
46386,Credits: Make WordPress.org URL translatable,new,,,enhancement,normal,Awaiting Review,I18N,normal,,03/01/2019 10:59:15 AM,03/01/2019 02:23:05 PM,,mukesh27,has-patch good-first-bug
46394,Create a Function to Allow the WordPress Search to Only Return Results from a Specified Post Type,new,,,feature request,normal,Awaiting Review,General,normal,,03/01/2019 05:24:37 PM,03/01/2019 05:54:34 PM,,pauljohnknight,
46415,Twentynineteen featured image,new,,,defect (bug),normal,Awaiting Review,Bundled Theme,normal,,03/05/2019 07:48:06 AM,03/05/2019 08:08:38 AM,,SGr33n,
46418,Use wp_die() instead of die() function in wordpress,new,,,enhancement,normal,Future Release,Administration,normal,,03/05/2019 12:01:39 PM,06/13/2019 08:11:18 PM,,immeet94,has-patch needs-testing
46422,"Improve the Customizer header ""placeholder""",new,,,defect (bug),normal,Awaiting Review,Customize,normal,,03/05/2019 06:42:24 PM,03/05/2019 06:42:24 PM,ui,afercia,ui-feedback
46423,Posts on wp-admin page should be ordered by date_gmt and not date,new,,,defect (bug),normal,Awaiting Review,"Posts, Post Types",trivial,,03/05/2019 07:28:23 PM,03/15/2019 02:24:26 PM,,nickylimjj,ux-feedback
46428,Summary corrections found on core files,reviewing,,SergeyBiryukov,enhancement,normal,Awaiting Review,Text Changes,normal,,03/06/2019 12:44:40 PM,03/28/2019 04:23:27 AM,"ui, docs",immeet94,has-patch
46448,New users take over LearnPress pages,new,,,defect (bug),normal,Awaiting Review,General,normal,,03/08/2019 03:21:19 PM,05/22/2019 08:51:19 PM,,lucio7,reporter-feedback
46451,wp_dropdown_users() does not pass all applicable arguments on to get_users(),new,,,defect (bug),normal,Awaiting Review,Users,normal,,03/08/2019 11:17:09 PM,03/09/2019 07:56:38 PM,,pbiron,
46465,Implement logic that performs PHP code after connection with client is closed,new,,,enhancement,normal,Awaiting Review,General,normal,,03/11/2019 04:20:06 PM,03/11/2019 04:20:06 PM,,umchal,
46484,Cleaning WP from any reference to php4,new,,,enhancement,normal,Future Release,General,normal,,03/13/2019 05:17:50 PM,05/22/2019 08:45:28 PM,,arena,early
46490,Clarify documentation that page-templates folder is not necessary for theme templates,new,,,defect (bug),normal,Awaiting Review,Themes,minor,,03/14/2019 03:39:59 PM,03/15/2019 07:06:25 PM,docs,skorasaurus,
46497,Allow case insensitive plugin search using keyword.,new,,,enhancement,normal,Awaiting Review,Plugins,normal,,03/15/2019 08:25:54 AM,06/13/2019 07:44:38 PM,administration,chetan200891,reporter-feedback close
46498,"Block style attribute issue, when using Custom properties/CSS variables",new,,,defect (bug),normal,Awaiting Review,General,normal,,03/15/2019 09:00:11 AM,03/15/2019 09:00:11 AM,"ui, docs, administration, coding-standards",olafklejnstrupjensen,
46503,Docs: Added description for global $post,reviewing,,SergeyBiryukov,enhancement,normal,5.3,"Posts, Post Types",normal,,03/15/2019 11:29:38 AM,04/10/2019 07:37:03 PM,"docs, coding-standards",immeet94,has-patch
46529,CSS line-height values should be unitless - media-views.css,reopened,,ianbelanger,defect (bug),normal,5.3,Media,normal,,03/15/2019 03:51:55 PM,06/01/2019 01:22:28 PM,"ui, administration, coding-standards",ianbelanger,has-patch needs-testing good-first-bug
46557,Dragging image to uploader directly from another website causes redirection,new,,,defect (bug),normal,Awaiting Review,Upload,normal,,03/18/2019 04:28:19 PM,03/18/2019 04:28:19 PM,javascript,marsjaninzmarsa,
46559,Could not embed some content,reopened,,,defect (bug),normal,Awaiting Review,Embeds,normal,,03/18/2019 06:41:06 PM,07/02/2019 11:14:16 AM,,Krstarica,
46561,Make wp_normalize_path() on Windows resolve drive letter for drive–relative paths,new,,,enhancement,normal,Awaiting Review,Filesystem API,minor,,03/19/2019 09:18:48 AM,03/20/2019 08:43:48 PM,,Rarst,needs-patch
46567,Run AJAX test group for multisite,assigned,,desrosj,task (blessed),normal,5.3,Build/Test Tools,normal,,03/19/2019 07:11:45 PM,06/03/2019 07:17:58 PM,multisite,desrosj,needs-unit-tests has-patch
46570,the is_serialized function couldn't tell e+n,new,,,defect (bug),normal,Awaiting Review,General,normal,,03/20/2019 08:05:03 AM,04/30/2019 05:08:29 PM,,hoythan,needs-patch needs-unit-tests
46576,short-circuit filter for dbDelta,new,,,enhancement,normal,Awaiting Review,Database,normal,,03/20/2019 03:32:29 PM,03/20/2019 03:32:29 PM,,m_uysl,
46577,Improve tests related to file permissions for privacy export requests,new,,,defect (bug),normal,Future Release,Build/Test Tools,normal,,03/20/2019 05:46:23 PM,03/20/2019 05:46:23 PM,privacy,desrosj,
46586,`determine_current_user` filter only run once per request,new,,,feature request,normal,Awaiting Review,Users,normal,,03/21/2019 09:23:54 AM,03/21/2019 09:43:00 AM,,Tyrannous,
46590,publication date not localized,new,,,defect (bug),normal,Awaiting Review,Editor,normal,,03/21/2019 04:28:17 PM,06/03/2019 07:31:42 PM,"javascript, administration",sebastienserre,needs-patch 2nd-opinion
46604,Twenty Seventeen: Front page panels allow pages of any status to be shown.,new,,,defect (bug),normal,Awaiting Review,Bundled Theme,normal,,03/22/2019 11:55:51 AM,03/22/2019 11:55:51 AM,,brettshumaker,
46618,Change login behaviour to only set the test cookie when a user attempts to login instead of just on visiting the login page,new,,,enhancement,normal,Awaiting Review,Login and Registration,normal,,03/23/2019 09:02:24 AM,04/05/2019 05:13:50 AM,"javascript, privacy",garrett-eclipse,2nd-opinion
46619,Introduce 'Mark as Completed' action and bulk action to the privacy export requests,new,,,enhancement,normal,Awaiting Review,Privacy,normal,,03/23/2019 12:13:32 PM,03/23/2019 12:13:32 PM,"ui, administration",garrett-eclipse,
46631,Unit test for get_status_header_desc();,reviewing,,desrosj,defect (bug),normal,5.3,HTTP API,normal,,03/24/2019 11:19:32 PM,05/22/2019 04:44:49 PM,,pbearne,has-patch has-unit-tests dev-feedback
46635,Improve identifying of non–trivial callbacks in hooks,new,,,enhancement,normal,Awaiting Review,General,normal,,03/25/2019 09:41:35 AM,05/27/2019 08:56:46 PM,coding-standards,Rarst,
46637,Corrupted functions.php file after editing in built-in theme editor,new,,,defect (bug),normal,Awaiting Review,Themes,normal,,03/25/2019 11:32:11 AM,03/25/2019 11:32:11 AM,,SergeyBiryukov,
46648,Fix Travis CI builds for the 3.9 branch,new,,,task (blessed),normal,Future Release,Build/Test Tools,normal,,03/26/2019 01:00:20 AM,03/26/2019 01:00:20 AM,,johnbillion,
46649,Fix Travis CI builds for the 3.8 branch,new,,,task (blessed),normal,Future Release,Build/Test Tools,normal,,03/26/2019 01:02:26 AM,03/26/2019 01:02:26 AM,,johnbillion,
46658,Twenty Nineteen: Navigation menu is messy with RTL language,reviewing,,SergeyBiryukov,defect (bug),normal,5.3,Bundled Theme,normal,,03/26/2019 02:46:38 PM,06/08/2019 05:20:22 PM,rtl,manooweb,has-patch has-screenshots
46659,Suggestion: add action hook before admin menu nav in the sidebar,new,,,enhancement,normal,Awaiting Review,Administration,normal,,03/26/2019 04:02:53 PM,03/26/2019 04:02:53 PM,,umagrama,
46660,PHP Warning: Countable Error in update_metadata(),reopened,,,defect (bug),normal,Future Release,"Options, Meta APIs",normal,,03/26/2019 04:07:33 PM,05/27/2019 05:38:24 AM,,betimademi,has-patch reporter-feedback
46686,Customize Close Button Not Updating URL,new,,,defect (bug),normal,Awaiting Review,Customize,normal,,03/28/2019 04:55:01 AM,03/28/2019 08:56:57 AM,,JarretC,
46687,Make Privacy Policy Guide easier for users,accepted,,xkon,enhancement,normal,Future Release,Privacy,normal,,03/28/2019 06:25:30 AM,03/28/2019 06:26:59 AM,"ui, administration, privacy",xkon,needs-patch needs-design has-screenshots
46698,Twenty Nineteen: use better color names for the editor palette,new,,,defect (bug),normal,5.3,Bundled Theme,normal,,03/28/2019 02:53:41 PM,06/25/2019 06:51:40 AM,"ui, accessibility",afercia,has-screenshots has-patch
46708,Description for feed full text/summary settings,new,,,enhancement,normal,Awaiting Review,Administration,normal,,03/29/2019 02:11:10 AM,03/29/2019 02:11:10 AM,,JarretC,has-patch
46716,Site owner unable to control admin level users in Word Press dashboard,new,,,feature request,normal,Awaiting Review,Role/Capability,normal,,03/29/2019 12:25:21 PM,03/30/2019 04:27:00 AM,,anu24,
46745,Site Health: Add card and help info to the Tools 'Available Tools' page,new,,,enhancement,normal,Future Release,Site Health,normal,,04/01/2019 04:19:21 AM,06/20/2019 02:44:58 PM,"ui, administration",garrett-eclipse,site-health needs-patch has-screenshots
46750,Twenty Nineteen: Add styles to support the group block,new,,,enhancement,normal,5.3,Bundled Theme,normal,,04/01/2019 04:17:10 PM,06/27/2019 05:48:42 PM,,kjellr,has-patch has-screenshots
46757,Media Trash: The Bulk Media options when in the Trash shouldn't provide two primary buttons,assigned,,afercia,defect (bug),normal,5.3,Media,normal,,04/02/2019 06:10:03 AM,06/24/2019 07:08:07 AM,"ui, accessibility, administration",garrett-eclipse,needs-design-feedback has-screenshots has-patch
46758,Media Trash: Primary button(s) should be on the left,assigned,,afercia,defect (bug),normal,5.3,Media,normal,,04/02/2019 06:16:27 AM,06/10/2019 11:18:11 AM,"ui, accessibility, administration",garrett-eclipse,has-screenshots needs-design-feedback
46763,Improve plugin search results with already active plugins,new,,,enhancement,normal,Awaiting Review,Plugins,normal,,04/02/2019 10:52:13 AM,06/04/2019 05:02:40 PM,"ui, administration",joostdevalk,needs-design-feedback
46764,Admin search functionality,new,,,enhancement,normal,Awaiting Review,Administration,normal,,04/02/2019 10:54:41 AM,04/04/2019 05:54:53 AM,ui,joostdevalk,
46777,Pass attachment ID to image_resize_dimensions to allow reliable per image cropping,new,,,enhancement,normal,Awaiting Review,Media,normal,,04/02/2019 06:48:30 PM,04/13/2019 09:43:32 AM,administration,arkimedia,has-patch
46778,Twenty Thirteen: Add styles to support the group block,new,,,enhancement,normal,5.3,Bundled Theme,normal,,04/02/2019 07:22:33 PM,06/27/2019 12:08:11 AM,,kjellr,has-patch
46784,Fix WPCS violation in wp-includes/class-wp-http-proxy.php,new,,,defect (bug),normal,Awaiting Review,HTTP API,normal,,04/03/2019 11:37:02 AM,04/03/2019 12:13:53 PM,coding-standards,thrijith,has-patch
46802,Twenty Eleven: Dark Mode Featured Post gradient overlay is overlapping,assigned,,ianbelanger,defect (bug),normal,Future Release,Bundled Theme,normal,,04/04/2019 06:48:57 PM,04/04/2019 07:59:12 PM,,ianbelanger,has-screenshots needs-patch
46804,wp-phpunit calls _delete_all_posts() too early during bootstrap,new,,,defect (bug),normal,Awaiting Review,Build/Test Tools,normal,,04/04/2019 11:55:17 PM,04/05/2019 06:40:05 AM,,mynameiskermit,
46815,Add PHPUnit setup to composer.json,new,,,enhancement,normal,5.3,Build/Test Tools,normal,,04/05/2019 03:57:25 PM,05/26/2019 05:21:36 PM,,welcher,has-patch dev-feedback
46817,"Add option for ""start"" attribute in numeric list",new,,,enhancement,normal,Awaiting Review,Editor,minor,,04/06/2019 08:36:30 AM,04/06/2019 11:00:04 AM,,mgelves,
46820,"Theme & Plugin Editor always return the ""Unable to communicate back with..."" message when editing locally over https",new,,,defect (bug),normal,Awaiting Review,General,normal,,04/06/2019 10:38:37 AM,04/06/2019 01:38:55 PM,,xkon,dev-feedback 2nd-opinion has-screenshots
46829,Denote the special pages in Customizer Menu editor,assigned,,audrasjb,defect (bug),normal,5.3,Menus,normal,,04/08/2019 08:30:25 AM,05/19/2019 09:11:00 AM,"ui, administration, privacy",garrett-eclipse,has-patch has-screenshots
46830,When menu item removed form Customizer menu uncheck it's source item,accepted,,audrasjb,defect (bug),normal,5.3,Menus,normal,,04/08/2019 08:37:21 AM,05/04/2019 10:03:33 PM,ui,garrett-eclipse,needs-patch
46831,Warn users when Privacy Policy page is set as 'Homepage' or 'Posts page',assigned,,garrett-eclipse,enhancement,normal,5.3,Administration,normal,,04/08/2019 08:42:49 AM,04/09/2019 06:46:27 AM,"ui, privacy",garrett-eclipse,has-patch needs-testing
46832,Notice or Warning if a plugin create table and do not delete them,new,,,enhancement,normal,Awaiting Review,Plugins,normal,,04/08/2019 11:13:48 AM,05/15/2019 07:13:17 PM,administration,sebastienserre,2nd-opinion needs-patch dev-feedback
46842,Doc: Missing @param in inline document,new,,,defect (bug),normal,Future Release,Administration,normal,,04/09/2019 09:13:18 AM,04/09/2019 01:54:33 PM,"docs, administration",SaeedFard,has-patch needs-refresh
46846,Tight comparisons and use of Yoda conditions are not consistent,new,,,defect (bug),normal,Awaiting Review,Formatting,normal,,04/09/2019 11:30:29 AM,04/09/2019 11:30:29 AM,coding-standards,subrataemfluence,has-patch dev-feedback
46850,Two parameters passed to delete_option in wp-includes/post.php. Should only pass one.,new,,,defect (bug),normal,5.3,"Posts, Post Types",normal,,04/09/2019 02:25:47 PM,04/09/2019 04:51:15 PM,,diddledan,has-patch
46859,Incorrect type docblock annotation for $expiresin wp-includes/class-wp-http-cookie.php,new,,,defect (bug),normal,5.3,HTTP API,normal,,04/09/2019 03:10:59 PM,04/11/2019 08:21:32 PM,docs,diddledan,has-patch
46860,Incorrect type docblock annotation for some variables in wp-includes/class-wp-http-curl.php,new,,,defect (bug),normal,5.3,HTTP API,normal,,04/09/2019 03:17:03 PM,04/11/2019 08:21:46 PM,docs,diddledan,has-patch
46866,Introduce the 'Uploaded to' onto the Full Media Editor,new,,,enhancement,normal,Future Release,Media,normal,,04/09/2019 07:25:53 PM,04/16/2019 04:19:00 AM,"ui, administration",garrett-eclipse,needs-patch
46869,Fix PHPCS configuration,new,,,defect (bug),normal,Future Release,Build/Test Tools,normal,,04/09/2019 11:58:11 PM,05/28/2019 06:01:17 PM,coding-standards,azaozz,needs-testing
46884,Add option to allow individual child-site Privacy Policy pages on multisite,new,,,enhancement,normal,Awaiting Review,Privacy,normal,,04/11/2019 05:44:39 PM,04/11/2019 05:44:39 PM,"administration, multisite, privacy",gserafini,
46890,Paragraph block text setting font size display issue,new,,,defect (bug),normal,Awaiting Review,Editor,normal,,04/12/2019 09:01:27 AM,04/12/2019 09:06:29 AM,,mehulwpos,has-screenshots
46892,Heading block property & feature enhancement,new,,,defect (bug),normal,Awaiting Review,Editor,normal,,04/12/2019 10:23:48 AM,04/12/2019 10:23:48 AM,,mehulwpos,has-screenshots
46905,Erase Personal Data without verify enable erase option and change status issue,new,,,defect (bug),normal,Awaiting Review,Privacy,normal,,04/13/2019 06:41:39 AM,04/15/2019 05:13:16 AM,,mehulwpos,has-screenshots needs-testing 2nd-opinion
46907,Pass current request object to rest_authentication_errors filter,new,,,enhancement,normal,5.3,REST API,normal,,04/13/2019 11:45:36 AM,05/12/2019 01:47:39 PM,rest-api,ocean90,has-patch
46921,Improper use of &#8217; (quotation mark),new,,,defect (bug),normal,Awaiting Review,Text Changes,minor,,04/14/2019 10:00:16 AM,05/20/2019 03:19:13 PM,,marcochiesi,
46928,Docs: Add missing description for global $comment param,new,,,defect (bug),normal,5.3,General,normal,,04/15/2019 09:04:28 AM,04/16/2019 12:12:17 AM,docs,immeet94,has-patch
46931,Argument type mismatch,new,,,defect (bug),normal,Awaiting Review,Comments,normal,,04/15/2019 11:26:11 AM,04/15/2019 01:25:07 PM,docs,subrataemfluence,has-patch
46932,dbDelta does not account for MySQL keywords being used as key names,new,,,defect (bug),normal,Awaiting Review,Database,minor,,04/15/2019 12:14:29 PM,04/16/2019 12:46:51 AM,administration,CalEvans,
46935,Dashboard icons don't pass color contrast,reviewing,,SergeyBiryukov,enhancement,normal,5.3,Administration,normal,,04/15/2019 05:54:22 PM,06/28/2019 03:11:28 PM,"ui, accessibility",melchoyce,needs-design-feedback has-screenshots has-patch
46941,Need to add 5px space in selected admin widget items,reviewing,,audrasjb,defect (bug),normal,5.3,Widgets,normal,,04/15/2019 10:07:24 PM,05/07/2019 11:12:28 PM,"ui, administration",ketanumretiya030,has-screenshots has-patch
46942,Hover over on page list not allign proper view.,new,,,defect (bug),normal,Awaiting Review,"Posts, Post Types",normal,,04/15/2019 10:16:13 PM,04/17/2019 04:08:42 PM,"ui, administration",ketanumretiya030,reporter-feedback
46943,Settings ->Discussion bad view dropdown in mobile version,new,,,defect (bug),normal,Awaiting Review,Comments,normal,,04/15/2019 11:00:28 PM,04/17/2019 03:59:49 PM,"ui, administration",ketanumretiya030,needs-design-feedback settings-api
46948,Twenty Nineteen - JS error on mobile menu when no visible items,new,,,defect (bug),normal,Awaiting Review,Bundled Theme,normal,,04/16/2019 03:00:46 PM,07/04/2019 02:43:59 PM,,anevins,reporter-feedback
46963,Comments meta box offset bug for custom comment types,new,,,defect (bug),normal,Awaiting Review,Comments,normal,,04/17/2019 01:13:39 PM,04/30/2019 09:57:56 AM,"ui, administration",mikejolley,has-patch needs-testing
46965,"Site Health: ""harddrive"" spelling should be ""hard drive"".",new,,,defect (bug),normal,5.3,Site Health,normal,,04/17/2019 06:34:22 PM,06/20/2019 02:44:58 PM,administration,chetan200891,has-patch site-health
46966,urlencode query string parameters,new,,,defect (bug),normal,Awaiting Review,Formatting,major,,04/17/2019 10:09:07 PM,04/17/2019 10:09:07 PM,,developernichemarketing,needs-patch
46969,During customize theme - preview body/icons get cuts on left side,new,,,defect (bug),normal,Future Release,Customize,normal,,04/18/2019 07:45:12 AM,04/30/2019 05:14:35 PM,,shashank3105,has-screenshots needs-testing needs-design needs-patch
46971,Selected Image gets overflow in Edit Image in Media upload - iPhone - 6/7/8,new,,,defect (bug),normal,Awaiting Review,Media,normal,,04/18/2019 09:01:10 AM,04/30/2019 05:27:52 PM,,shashank3105,has-patch needs-testing has-screenshots dev-feedback
46974,Add preloading of autosaves for block editor,assigned,,talldanwp,enhancement,normal,Awaiting Review,Editor,normal,,04/18/2019 09:47:49 AM,04/18/2019 02:35:11 PM,,talldanwp,has-patch needs-testing
46978,Remove title attributes from the Meta widget,new,,,defect (bug),normal,5.3,Widgets,normal,,04/18/2019 05:13:03 PM,05/22/2019 07:42:15 PM,"accessibility, docs",afercia,has-screenshots title-attribute has-patch
46979,Bundled themes should pass version to wp_enqueue_style() to ensure proper cache busting,accepted,,dswebsme,defect (bug),normal,5.3,Bundled Theme,minor,,04/18/2019 05:30:37 PM,05/14/2019 07:29:03 PM,,dswebsme,has-patch needs-testing
46980,Remove title attributes from all the abbreviations,assigned,,audrasjb,defect (bug),normal,5.3,Administration,normal,,04/18/2019 05:31:44 PM,05/25/2019 08:34:18 PM,accessibility,afercia,title-attribute has-patch needs-refresh has-screenshots
46981,Bundled themes should pass version to wp_enqueue_script() to ensure proper cache busting,assigned,,dswebsme,defect (bug),normal,5.3,Bundled Theme,normal,,04/18/2019 05:37:31 PM,05/15/2019 05:31:04 PM,,dswebsme,has-patch needs-testing
46986,DNT Parameter automatically for Vimeo oEmbed requests,new,,,enhancement,normal,Awaiting Review,Embeds,major,,04/18/2019 09:28:42 PM,04/18/2019 09:28:42 PM,,djc71889,
47002,Create wp_theme_directory_constants() function and dynamic WordPress Themes folder,new,,,enhancement,normal,Awaiting Review,Themes,normal,,04/20/2019 02:05:24 PM,04/25/2019 07:24:49 AM,,mehrshaddarzi,has-patch needs-testing
47003,i18n: Merge similar translation strings in new user registration screen,reviewing,,SergeyBiryukov,defect (bug),normal,5.3,Users,normal,,04/20/2019 10:18:10 PM,04/24/2019 10:12:25 PM,administration,ramiy,has-screenshots has-patch
47004,WordPress email subject update - phase 2,assigned,,pento,enhancement,normal,Awaiting Review,Mail,normal,,04/21/2019 12:39:30 AM,04/23/2019 12:10:04 PM,,ramiy,has-patch
47009,WP_Query bug with author=0,new,,,defect (bug),normal,Awaiting Review,Query,normal,,04/22/2019 07:10:12 AM,04/22/2019 08:17:08 AM,,mikylucky,
47010,Clumsy horizontal scroll when menu is open on mobile,reviewing,,SergeyBiryukov,defect (bug),normal,5.3,Administration,normal,,04/22/2019 11:08:25 AM,04/30/2019 05:17:22 PM,"ui, administration",promz,
47012,Proposal: Simplify WordPress Admin Navigation,new,,,enhancement,normal,Awaiting Review,Administration,normal,,04/22/2019 03:40:53 PM,06/28/2019 02:18:54 PM,"ui, accessibility",lessbloat,needs-design-feedback dev-feedback
47016,Tabs on smaller device has no white space between rows,new,,,defect (bug),normal,5.3,Administration,normal,,04/23/2019 10:56:12 AM,04/26/2019 01:41:48 PM,"ui, administration",subrataemfluence,has-patch
47017,Blocks: Expose more fields for blocks registered on the server,new,,,defect (bug),normal,5.3,Editor,normal,,04/23/2019 01:03:01 PM,04/24/2019 10:53:34 PM,,gziolo,
